red,green,blue,id
193,176,132,2
127,106,85,2
87,67,43,2
146,126,99,2
201,182,152,2
198,179,146,2
200,182,146,2
200,182,144,2
203,188,149,2
200,186,151,2
146,133,101,2
185,175,148,2
137,129,108,2
88,82,68,2
97,93,84,2
117,114,109,2
85,81,78,2
91,87,88,2
157,153,154,2
159,155,156,2
170,168,169,2
79,78,76,2
102,101,99,2
181,181,179,2
178,178,176,2
196,196,196,2
192,194,193,2
175,176,178,2
175,176,180,2
199,200,205,2
204,207,212,2
196,199,206,2
200,203,210,2
217,221,220,2
213,217,218,2
212,216,217,2
218,222,225,2
225,228,233,2
224,227,234,2
212,215,222,2
201,204,213,2
184,187,196,2
205,208,217,2
221,224,233,2
222,225,232,2
216,219,226,2
213,216,221,2
213,216,221,2
212,215,220,2
219,219,221,2
217,217,219,2
218,218,220,2
222,222,224,2
224,224,226,2
221,221,221,2
219,219,219,2
220,220,220,2
214,214,214,2
216,216,214,2
220,220,218,2
224,224,222,2
227,226,224,2
227,226,222,2
227,226,222,2
226,225,221,2
226,227,222,2
226,227,222,2
228,227,222,2
230,230,222,2
232,232,220,2
235,233,220,2
234,231,216,2
234,228,212,2
228,223,204,2
208,201,183,2
187,179,160,2
180,172,153,2
189,178,160,2
196,184,168,2
193,180,164,2
186,173,157,2
193,173,149,2
191,171,146,2
192,172,147,2
197,177,150,2
204,185,155,2
210,191,159,2
210,191,158,2
208,189,156,2
215,197,161,2
227,209,173,2
224,205,172,2
193,173,140,2
175,155,122,2
198,177,146,2
216,195,164,2
202,181,152,2
120,102,80,2
147,129,107,2
205,187,165,2
175,157,133,2
171,151,127,2
175,155,131,2
189,169,144,2
193,173,148,2
197,177,150,2
201,180,153,2
203,182,153,2
202,181,152,2
197,176,147,2
194,173,142,2
193,172,141,2
195,172,141,2
194,177,151,2
197,180,154,2
194,176,152,2
186,170,147,2
185,168,148,2
190,174,158,2
192,176,163,2
187,173,164,2
185,172,166,2
185,174,170,2
178,166,166,2
168,157,161,2
178,169,174,2
198,188,196,2
198,188,197,2
182,172,183,2
179,178,184,2
180,179,184,2
196,194,195,2
175,171,168,2
156,151,145,2
199,192,182,2
161,153,140,2
170,163,147,2
188,181,165,2
180,172,159,2
212,204,193,2
215,208,200,2
205,200,196,2
216,210,210,2
208,204,205,2
207,202,206,2
209,209,209,2
205,205,205,2
203,203,205,2
206,206,208,2
210,209,214,2
212,211,216,2
209,208,213,2
205,204,209,2
216,215,220,2
227,226,231,2
224,223,228,2
216,215,220,2
217,217,219,2
216,216,218,2
212,212,212,2
213,213,213,2
218,218,220,2
212,212,214,2
213,213,215,2
221,221,223,2
225,225,227,2
220,220,222,2
214,214,216,2
214,214,216,2
206,206,208,2
212,212,214,2
211,211,213,2
214,214,216,2
212,212,214,2
224,224,226,2
229,229,231,2
233,233,235,2
227,226,232,2
226,225,231,2
224,223,229,2
221,220,226,2
219,218,224,2
218,217,223,2
217,216,222,2
216,215,221,2
220,219,225,2
217,216,222,2
207,206,212,2
199,198,204,2
194,193,199,2
187,186,192,2
191,190,196,2
207,206,212,2
206,197,200,2
210,201,204,2
224,215,218,2
223,214,215,2
222,212,211,2
220,210,209,2
212,201,199,2
214,203,199,2
201,188,180,2
201,188,179,2
200,186,175,2
197,183,172,2
201,185,172,2
204,188,173,2
202,186,171,2
198,182,167,2
185,167,147,2
194,176,156,2
194,176,154,2
180,162,140,2
164,146,122,2
163,146,120,2
179,159,132,2
192,173,143,2
197,178,146,2
202,183,150,2
209,189,156,2
211,191,156,2
211,191,154,2
210,191,151,2
210,191,151,2
211,192,152,2
201,179,142,2
220,198,161,2
218,196,159,2
215,193,156,2
224,202,165,2
211,189,152,2
194,172,135,2
202,180,143,2
224,202,165,2
219,197,160,2
215,193,156,2
214,192,155,2
213,191,154,2
213,191,152,2
216,194,155,2
221,199,160,2
219,199,146,2
223,203,150,2
224,204,151,2
193,173,120,2
179,159,106,2
231,211,158,2
220,200,147,2
233,213,160,2
229,209,156,2
218,198,145,2
218,198,145,2
227,207,154,2
237,217,164,2
237,217,164,2
216,196,143,2
188,168,115,2
218,198,147,2
207,187,136,2
218,198,147,2
229,209,156,2
220,200,147,2
219,199,146,2
226,205,152,2
220,199,146,2
221,200,147,2
144,123,70,2
209,186,134,2
224,201,149,2
219,196,144,2
221,198,148,2
223,200,150,2
224,201,151,2
230,202,162,2
229,201,161,2
227,202,161,2
229,204,164,2
230,207,166,2
229,207,168,2
222,202,165,2
218,199,166,2
218,199,167,2
223,206,178,2
228,212,186,2
229,214,191,2
227,214,195,2
230,217,200,2
237,225,209,2
245,233,217,2
233,234,220,2
233,234,220,2
232,233,219,2
233,231,218,2
232,230,215,2
231,228,213,2
230,227,210,2
232,227,208,2
233,226,208,2
230,223,204,2
230,222,201,2
233,222,202,2
234,223,201,2
231,219,197,2
224,212,190,2
218,206,182,2
217,205,183,2
230,218,196,2
222,210,188,2
216,201,178,2
228,212,187,2
227,211,186,2
217,200,174,2
218,201,175,2
221,204,178,2
219,202,176,2
218,202,176,2
219,203,178,2
220,206,180,2
221,209,185,2
228,216,194,2
236,224,202,2
235,219,196,2
234,218,193,2
227,210,184,2
217,197,170,2
212,193,161,2
217,197,164,2
221,198,164,2
218,196,159,2
219,195,159,2
218,194,158,2
215,192,158,2
213,190,158,2
209,188,157,2
209,188,161,2
209,187,163,2
209,189,164,2
209,196,161,2
203,190,155,2
199,186,152,2
201,186,153,2
203,188,155,2
203,188,157,2
203,188,157,2
205,190,159,2
207,192,159,2
203,187,154,2
200,184,151,2
203,187,153,2
207,191,155,2
208,192,156,2
211,196,157,2
214,199,160,2
215,201,172,2
208,194,167,2
207,192,169,2
213,200,181,2
222,209,193,2
226,214,202,2
234,221,212,2
241,228,220,2
237,224,216,2
237,223,214,2
235,221,208,2
232,217,198,2
226,210,187,2
221,204,176,2
218,201,171,2
218,199,167,2
216,200,167,2
218,201,171,2
222,205,175,2
226,211,180,2
229,214,183,2
229,214,183,2
226,211,180,2
223,208,179,2
222,208,179,2
230,216,187,2
238,224,195,2
241,227,200,2
238,224,197,2
234,223,195,2
237,226,198,2
241,230,202,2
241,225,200,2
245,229,204,2
245,231,205,2
242,228,201,2
240,226,199,2
237,223,196,2
233,219,190,2
228,213,182,2
233,217,184,2
232,213,181,2
231,211,178,2
232,209,175,2
232,206,171,2
231,203,166,2
231,201,165,2
232,202,166,2
233,212,155,2
235,214,157,2
234,214,155,2
231,211,152,2
231,211,150,2
232,212,149,2
231,210,147,2
227,206,141,2
222,201,134,2
225,202,134,2
227,204,134,2
229,207,134,2
161,147,136,2
139,125,114,2
148,134,123,2
160,146,135,2
175,161,150,2
160,146,135,2
161,149,137,2
154,142,130,2
158,146,134,2
158,146,134,2
159,149,137,2
162,152,140,2
162,152,140,2
166,156,144,2
176,166,154,2
187,177,165,2
166,166,156,2
189,189,181,2
205,205,197,2
199,198,193,2
187,186,182,2
189,188,186,2
201,199,200,2
210,208,211,2
205,205,207,2
206,206,208,2
207,207,209,2
208,208,210,2
211,211,211,2
213,213,213,2
215,215,213,2
216,216,214,2
211,211,211,2
213,213,213,2
216,216,216,2
219,219,219,2
220,220,220,2
220,220,220,2
219,219,219,2
218,218,218,2
216,216,216,2
217,217,217,2
216,216,216,2
215,215,215,2
217,217,217,2
221,221,221,2
221,221,221,2
218,218,218,2
216,218,207,2
215,217,206,2
205,207,196,2
216,218,207,2
216,216,206,2
229,229,219,2
225,223,211,2
226,222,210,2
237,231,217,2
215,208,189,2
185,177,154,2
174,164,137,2
194,183,153,2
219,206,172,2
210,196,159,2
181,167,128,2
188,173,132,2
182,167,126,2
160,145,104,2
122,104,64,2
166,149,106,2
185,168,125,2
101,82,39,2
120,102,56,2
224,206,160,2
172,151,104,2
168,148,98,2
189,169,119,2
160,138,88,2
191,169,119,2
174,152,102,2
207,185,135,2
123,96,69,2
92,65,36,2
127,101,68,2
206,180,143,2
167,144,102,2
211,189,142,2
193,172,125,2
197,179,131,2
192,175,129,2
153,140,98,2
189,176,142,2
160,150,123,2
101,94,75,2
120,114,102,2
100,95,89,2
66,63,58,2
104,98,98,2
144,138,138,2
149,145,144,2
102,98,97,2
96,92,91,2
184,183,181,2
188,186,187,2
177,177,177,2
197,197,197,2
196,197,199,2
176,177,181,2
173,177,180,2
201,204,209,2
210,213,218,2
205,208,215,2
215,218,225,2
225,229,230,2
219,223,224,2
212,216,219,2
211,215,218,2
214,217,222,2
217,220,227,2
217,220,229,2
216,219,228,2
199,202,211,2
208,211,220,2
218,221,230,2
221,224,233,2
217,220,227,2
213,216,223,2
211,214,219,2
212,215,220,2
214,214,216,2
212,212,214,2
214,214,216,2
219,219,221,2
221,221,223,2
218,218,218,2
215,215,215,2
215,215,215,2
219,218,216,2
219,218,216,2
221,220,218,2
222,221,217,2
223,222,218,2
225,224,220,2
226,225,221,2
227,226,222,2
228,227,222,2
228,227,222,2
230,230,222,2
233,231,219,2
234,232,219,2
233,230,215,2
231,226,207,2
229,222,203,2
203,195,174,2
192,181,159,2
182,171,149,2
180,168,144,2
181,166,143,2
179,164,141,2
185,168,148,2
193,176,156,2
191,170,141,2
189,168,137,2
189,168,137,2
195,175,142,2
204,184,149,2
212,190,153,2
212,190,151,2
210,188,149,2
214,192,151,2
212,190,149,2
198,176,135,2
149,127,88,2
122,100,61,2
164,142,103,2
193,169,133,2
162,138,102,2
102,80,56,2
134,112,88,2
203,182,155,2
173,152,125,2
179,158,131,2
190,169,140,2
198,174,146,2
189,166,135,2
187,164,133,2
191,168,136,2
194,171,139,2
195,171,137,2
191,167,133,2
187,163,129,2
187,163,127,2
188,164,128,2
189,170,138,2
193,174,144,2
190,170,143,2
180,163,137,2
177,159,137,2
179,162,142,2
177,161,146,2
169,155,144,2
185,172,164,2
181,170,166,2
179,167,169,2
178,167,171,2
181,171,179,2
185,175,184,2
181,173,184,2
177,169,182,2
163,162,168,2
190,189,194,2
193,191,192,2
185,182,177,2
143,139,128,2
159,152,136,2
149,141,122,2
161,153,132,2
185,174,154,2
180,169,151,2
221,212,197,2
218,210,199,2
196,189,183,2
204,198,198,2
200,194,198,2
206,201,207,2
207,205,208,2
208,206,209,2
209,207,210,2
209,207,210,2
209,207,210,2
208,206,211,2
208,206,211,2
208,206,211,2
205,203,208,2
214,212,217,2
211,209,214,2
207,205,208,2
216,214,217,2
220,218,221,2
213,211,214,2
208,206,209,2
211,209,212,2
206,204,207,2
208,206,209,2
221,219,222,2
228,226,229,2
225,223,226,2
221,219,222,2
221,219,222,2
230,228,231,2
239,237,240,2
250,248,251,2
246,244,247,2
245,243,246,2
237,235,238,2
236,234,237,2
232,230,233,2
229,228,234,2
229,228,234,2
228,227,233,2
227,226,232,2
225,224,230,2
223,222,228,2
222,221,227,2
221,220,226,2
223,222,228,2
220,219,225,2
212,211,217,2
215,214,220,2
229,228,234,2
226,225,231,2
209,208,214,2
201,200,206,2
209,204,210,2
204,199,205,2
196,190,194,2
207,201,205,2
220,211,214,2
216,207,208,2
204,194,192,2
184,173,169,2
188,175,169,2
188,175,167,2
188,174,165,2
191,175,162,2
195,179,166,2
200,182,168,2
198,181,165,2
193,176,160,2
185,165,141,2
190,170,146,2
193,173,148,2
187,167,142,2
177,156,129,2
175,154,125,2
190,169,138,2
207,187,154,2
207,187,152,2
212,190,151,2
214,192,151,2
212,191,148,2
208,187,144,2
206,185,140,2
208,185,141,2
210,188,141,2
220,195,154,2
214,189,148,2
223,198,157,2
228,203,162,2
216,192,148,2
214,190,146,2
215,191,147,2
202,178,134,2
214,190,146,2
211,187,143,2
213,186,143,2
216,189,146,2
218,191,148,2
219,192,147,2
222,195,150,2
227,200,155,2
220,197,147,2
227,204,154,2
236,213,163,2
223,200,150,2
229,206,156,2
222,199,149,2
232,209,159,2
225,202,152,2
227,204,154,2
220,197,147,2
204,181,131,2
197,174,124,2
207,184,134,2
217,194,144,2
216,193,143,2
215,192,142,2
214,190,144,2
201,177,131,2
216,192,144,2
233,209,161,2
224,201,151,2
226,200,151,2
234,208,159,2
226,200,151,2
242,216,167,2
192,166,117,2
215,187,139,2
199,171,123,2
213,185,138,2
198,170,123,2
202,173,129,2
230,201,157,2
228,198,148,2
227,196,149,2
224,196,148,2
227,199,152,2
230,203,158,2
229,205,161,2
225,202,160,2
220,198,159,2
226,206,171,2
225,206,174,2
223,206,178,2
222,206,180,2
224,209,186,2
228,216,194,2
234,221,202,2
239,226,207,2
238,236,221,2
239,237,222,2
240,238,223,2
241,238,221,2
240,237,220,2
241,236,217,2
240,233,214,2
238,231,212,2
232,224,203,2
232,221,199,2
232,220,196,2
234,222,198,2
238,224,198,2
235,221,195,2
227,213,186,2
221,205,179,2
228,216,192,2
245,231,205,2
235,221,195,2
227,211,185,2
242,225,197,2
241,224,196,2
228,209,179,2
230,211,181,2
225,206,176,2
221,202,172,2
222,205,175,2
232,215,187,2
240,225,196,2
241,227,200,2
241,227,200,2
240,229,201,2
255,238,210,2
254,235,205,2
240,221,189,2
222,202,169,2
215,193,156,2
217,193,155,2
218,195,154,2
215,190,149,2
220,195,154,2
219,194,154,2
217,192,152,2
215,191,155,2
215,191,157,2
215,192,160,2
217,194,163,2
218,194,166,2
213,195,157,2
207,189,151,2
204,186,148,2
209,191,153,2
212,194,156,2
212,194,156,2
211,193,155,2
213,193,156,2
213,193,156,2
210,190,153,2
211,192,152,2
214,195,155,2
215,196,154,2
213,194,152,2
214,195,152,2
217,198,155,2
216,201,170,2
210,196,167,2
215,201,175,2
228,216,194,2
239,226,210,2
241,229,217,2
244,231,223,2
250,237,229,2
246,233,225,2
247,233,224,2
247,231,218,2
242,227,208,2
234,218,193,2
227,210,180,2
223,204,171,2
221,203,167,2
224,204,171,2
225,205,172,2
228,208,175,2
232,212,179,2
234,215,182,2
234,215,182,2
232,213,180,2
230,211,179,2
226,207,175,2
229,213,180,2
234,218,185,2
239,222,192,2
241,224,194,2
240,223,193,2
238,223,192,2
237,222,191,2
235,220,191,2
245,230,201,2
247,232,203,2
242,227,198,2
241,226,195,2
245,230,199,2
241,226,193,2
232,216,182,2
225,207,171,2
222,202,165,2
225,201,163,2
227,202,162,2
228,199,159,2
226,194,153,2
225,192,149,2
227,194,151,2
233,207,158,2
235,209,160,2
235,209,158,2
233,208,154,2
234,209,155,2
237,210,155,2
236,210,153,2
232,206,147,2
232,204,141,2
231,203,138,2
229,202,135,2
227,198,130,2
149,133,118,2
142,126,111,2
165,149,134,2
168,152,137,2
165,149,134,2
142,126,111,2
161,145,130,2
173,160,144,2
169,156,140,2
166,153,137,2
164,151,135,2
160,148,132,2
158,146,130,2
162,150,134,2
175,163,147,2
189,177,161,2
175,173,161,2
181,178,169,2
183,180,171,2
184,181,174,2
190,189,184,2
203,202,198,2
206,205,203,2
201,199,200,2
194,192,193,2
196,196,198,2
202,202,204,2
207,207,207,2
210,210,210,2
210,210,210,2
208,208,206,2
206,206,204,2
204,204,204,2
207,207,207,2
211,211,211,2
214,214,214,2
217,217,217,2
218,218,218,2
217,217,217,2
217,217,217,2
216,216,216,2
219,219,219,2
218,218,218,2
215,215,215,2
220,220,220,2
229,229,229,2
230,230,230,2
224,224,224,2
230,231,225,2
222,223,217,2
201,202,196,2
209,210,204,2
206,207,201,2
226,225,220,2
222,222,214,2
228,225,216,2
218,214,202,2
223,216,198,2
200,192,171,2
235,223,197,2
179,166,134,2
238,224,189,2
210,194,158,2
180,162,124,2
186,167,125,2
157,138,96,2
129,110,67,2
108,89,46,2
100,79,36,2
199,178,133,2
211,190,143,2
98,76,29,2
213,191,142,2
219,196,146,2
129,106,54,2
190,164,113,2
179,154,100,2
200,175,121,2
229,204,150,2
194,167,114,2
94,63,32,2
115,85,51,2
115,85,47,2
214,185,141,2
121,93,45,2
177,152,98,2
194,172,115,2
209,188,133,2
199,179,126,2
174,158,109,2
186,172,133,2
168,157,125,2
107,99,76,2
138,131,115,2
90,83,73,2
66,61,55,2
125,117,115,2
140,132,130,2
126,121,118,2
79,74,71,2
159,154,151,2
189,185,184,2
192,191,189,2
186,184,185,2
197,197,197,2
203,203,205,2
186,187,191,2
184,188,191,2
212,215,220,2
219,222,227,2
213,218,224,2
225,230,236,2
221,227,227,2
221,227,227,2
220,225,228,2
217,222,225,2
214,219,223,2
213,218,224,2
212,216,225,2
213,217,226,2
217,221,230,2
216,220,229,2
218,222,231,2
221,225,234,2
220,225,231,2
215,220,226,2
212,217,221,2
214,219,223,2
216,215,220,2
215,215,217,2
218,218,220,2
224,224,226,2
225,225,227,2
222,222,222,2
218,218,218,2
219,218,216,2
219,218,216,2
218,217,215,2
216,215,211,2
215,214,210,2
217,214,209,2
220,217,212,2
223,220,215,2
225,222,217,2
225,222,215,2
225,222,215,2
225,222,213,2
226,222,210,2
224,221,206,2
221,216,197,2
215,208,189,2
212,204,181,2
204,194,169,2
188,176,150,2
181,167,141,2
190,174,148,2
195,179,153,2
187,170,144,2
180,163,137,2
181,164,138,2
186,165,134,2
184,164,131,2
184,164,131,2
190,170,135,2
201,179,142,2
207,185,146,2
207,185,144,2
205,184,141,2
205,184,141,2
157,134,90,2
151,128,84,2
161,138,96,2
151,128,86,2
168,145,104,2
192,169,128,2
177,154,113,2
132,111,84,2
89,68,39,2
142,121,92,2
163,142,113,2
189,168,139,2
165,142,111,2
171,148,117,2
209,186,154,2
184,161,129,2
189,165,131,2
194,170,136,2
194,170,134,2
191,167,131,2
188,164,128,2
188,164,126,2
189,165,127,2
178,159,127,2
186,167,135,2
188,169,139,2
181,164,136,2
180,164,139,2
185,168,148,2
182,166,150,2
173,159,148,2
174,161,153,2
168,157,155,2
172,162,163,2
184,175,180,2
186,176,185,2
176,168,179,2
177,169,182,2
185,179,191,2
179,178,184,2
204,202,205,2
173,169,168,2
190,185,179,2
156,150,136,2
151,143,124,2
150,139,117,2
141,129,103,2
155,143,117,2
154,142,118,2
205,194,176,2
200,190,178,2
173,164,157,2
184,176,174,2
186,180,184,2
202,195,202,2
203,201,204,2
208,206,209,2
212,210,213,2
211,209,212,2
205,203,206,2
202,200,203,2
206,204,207,2
210,208,211,2
207,205,208,2
213,211,214,2
210,208,211,2
212,210,213,2
230,228,231,2
240,238,241,2
231,229,232,2
221,219,222,2
220,218,221,2
212,210,213,2
213,211,214,2
223,221,224,2
228,226,229,2
221,219,222,2
214,212,215,2
213,211,214,2
249,247,250,2
244,242,245,2
247,245,248,2
234,232,235,2
246,244,247,2
239,237,240,2
244,242,245,2
235,233,236,2
227,226,232,2
227,226,232,2
227,226,232,2
227,226,232,2
226,225,231,2
224,223,229,2
222,221,227,2
221,220,226,2
213,212,218,2
224,223,229,2
225,224,230,2
219,218,224,2
218,217,223,2
213,212,218,2
206,205,211,2
