,id,name,image_url,artist_id,rating,AI_Generated,logit,time,edge_score,contrast_score,brightness_score,saturation_score,num_rels
26,26,Young Boy With A Cat,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Pierre+Auguste+Renoir/Young+Boy+With+A+Cat.jpg,1,10.0,0,-7.577262,3.828418,18.509284489329268,70.88762188116856,117.74264958079269,106.11349085365852,0
27,27,Reclining Nude (Pierre Auguste Renoir 1883),https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Pierre+Auguste+Renoir/Reclining+Nude+(Pierre+Auguste+Renoir+1883).jpg,1,9.0,0,-5.783336,5.891063,15.27586122047244,46.313924492495,109.9468965305118,120.2033280019685,1
28,28,Mlle Irene Cahen DAnvers,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Pierre+Auguste+Renoir/Mlle+Irene+Cahen+DAnvers.jpg,1,10.0,0,-6.355003,5.891074,19.94638401679842,56.93944692425716,118.4221930583004,159.1323307806324,0
29,29,After Bathing (nude Study),https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Pierre+Auguste+Renoir/After+Bathing+(nude+Study).jpg,1,4.0,0,-7.715593,5.57855,27.35325736053719,40.86455276924962,99.23677685950412,172.9513494318182,1
30,30,A Bowlful Of Roses,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Pierre+Auguste+Renoir/A+Bowlful+Of+Roses.jpg,1,10.0,0,-4.934829,6.266103,71.3345588235294,40.70711544219214,113.42681525735294,176.8493336397059,1
31,31,Roses And Jasmine In A Delft Vase,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Pierre+Auguste+Renoir/Roses+And+Jasmine+In+A+Delft+Vase.jpg,1,10.0,0,-9.540227,5.969204,44.75684204101562,55.5967487198658,137.82322387695314,121.65545959472657,3
32,32,A Road In Louveciennes,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Pierre+Auguste+Renoir/A+Road+In+Louveciennes.jpg,1,8.0,0,-3.340299,5.937952,33.69729919433594,64.08061526311404,115.06759643554688,70.88016967773437,1
33,33,Le Pont Neuf Paris,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Pierre+Auguste+Renoir/Le+Pont+Neuf+Paris.jpg,1,10.0,0,-5.21721,5.797316,29.569410342261904,60.62522429493873,133.31916852678572,61.85075954861111,0
34,34,La Grenouillere2,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Pierre+Auguste+Renoir/La+Grenouillere2.jpg,1,10.0,0,-5.704145,5.953579,56.44298095703125,64.67711343611907,127.07241821289062,66.63896789550782,2
35,35,Summer Landscape Aka Woman With A Parasol In A Garden,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Pierre+Auguste+Renoir/Summer+Landscape+Aka+Woman+With+A+Parasol+In+A+Garden.jpg,1,7.0,0,-1.630585,6.281726,64.27734229515829,46.4156090206199,80.53159625232774,136.63300453910614,0
36,36,Luncheon of the Boating Party 2,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Pierre+Auguste+Renoir/Luncheon+of+the+Boating+Party+2.jpg,1,10.0,0,-6.552223,5.40767,20.53459201388889,54.09925874704177,119.72279313568376,106.33806423611112,1
37,37,After Bathing Seated Female Nude,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Pierre+Auguste+Renoir/After+Bathing+Seated+Female+Nude.jpg,1,9.0,0,-8.783576,6.844271,51.37654671717172,37.76197326351589,118.05972222222222,136.5988846801347,2
38,38,The Harem Aka Parisian Women Dresses As Algerians,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Pierre+Auguste+Renoir/The+Harem+Aka+Parisian+Women+Dresses+As+Algerians.jpg,1,,0,-5.669162,6.119476,24.46947480988593,52.45642438764049,92.59140625,148.19363414923956,1
39,39,Girls at the Piano I,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Pierre+Auguste+Renoir/Girls+at+the+Piano+I.jpg,1,10.0,0,-11.037691,5.10977,31.39183709954233,44.6181870437262,125.2065002860412,105.6878861556064,0
40,40,The Doges Palace Venice,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Pierre+Auguste+Renoir/The+Doges+Palace+Venice.jpg,1,9.0,0,-4.237339,6.203589,55.32392706378987,49.77692673031981,138.7826512664165,70.6906953564728,0
41,41,Apples And Flowers,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Pierre+Auguste+Renoir/Apples+And+Flowers.jpg,1,6.0,0,-3.87154,5.953579,46.25029084158416,41.58227322438283,106.14318997524752,171.2111448019802,2
42,42,After Bathing,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Pierre+Auguste+Renoir/After+Bathing.jpg,1,9.0,0,-6.422759,6.156645,26.68923157649254,41.11155462976327,86.47005305503731,151.01023495802238,1
43,43,Nude Boys On The Rocks At Guernsey,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Pierre+Auguste+Renoir/Nude+Boys+On+The+Rocks+At+Guernsey.jpg,1,7.0,0,-5.295742,5.750376,25.65740599593496,41.602583024741,138.60568470528457,114.94721481199188,1
44,44,A Walk In The Woods Aka Madame Lecoeur And Her Children,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Pierre+Auguste+Renoir/A+Walk+In+The+Woods+Aka+Madame+Lecoeur+And+Her+Children.jpg,1,9.0,0,-4.776462,5.875395,20.197800812007877,36.13371732586604,82.0263656496063,87.2279312253937,3
45,45,The Lovers,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Pierre+Auguste+Renoir/The+Lovers.jpg,1,,0,-6.541821,5.484759,31.628839476495727,46.09186339002979,100.7214576655983,88.82222889957265,0
46,46,A Box In The Theater Des Varietes,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Pierre+Auguste+Renoir/A+Box+In+The+Theater+Des+Varietes.jpg,1,,0,-8.3017,5.578514,20.277378144654087,40.67131396099003,103.92379782494758,109.13155791404613,0
47,47,View Of Antibes,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Pierre+Auguste+Renoir/View+Of+Antibes.jpg,1,,0,-5.008529,6.141076,27.6547290085389,56.33236732682311,122.26114800759014,77.88085863377609,0
48,48,Algerian Landscape Aka The Ravine Of The Wild Women,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Pierre+Auguste+Renoir/Algerian+Landscape+Aka+The+Ravine+Of+The+Wild+Women.jpg,1,6.0,0,-7.313321,6.000415,56.48210144042969,54.8445109552577,95.45250244140624,106.32571411132812,1
49,49,Young Woman At The Piano,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Pierre+Auguste+Renoir/Young+Woman+At+The+Piano.jpg,1,,0,-7.575835,5.922307,28.490381533530574,64.88991094607815,84.1536150147929,58.29461291913215,0
50,50,A Cart On The Snow Covered Road With Saint Simeon Farm,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Claude+Oscar+Monet/A+Cart+On+The+Snow+Covered+Road+With+Saint+Simeon+Farm.jpg,2,9.0,0,-8.042779,5.156631,28.67487331081081,44.0877353989924,162.56680743243243,28.533357967342344,1
51,51,Pathway In Monets Garden At Giverny,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Claude+Oscar+Monet/Pathway+In+Monets+Garden+At+Giverny.jpg,2,9.0,0,-5.285111,7.172405,59.23813966423948,39.71264883218286,82.17955349919094,108.7737434263754,1
52,52,Impression Sunrise,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Claude+Oscar+Monet/Impression+Sunrise.jpg,2,10.0,0,-6.135318,5.812933,43.33684111445783,41.32772847530696,136.154640436747,58.02568398594377,1
53,53,A Farmyard In Normandy,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Claude+Oscar+Monet/A+Farmyard+In+Normandy.jpg,2,2.0,0,-5.373929,5.891065,34.352119217519686,82.22663244417855,98.61188176673228,87.83940391240158,0
54,54,Argenteuil (Red Boats),https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Claude+Oscar+Monet/Argenteuil+(Red+Boats).jpg,2,10.0,0,-1.128534,5.797311,37.01139835858586,51.69821624482525,109.95074179292928,111.76029671717173,0
55,55,Irises In Monets Garden,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Claude+Oscar+Monet/Irises+In+Monets+Garden.jpg,2,9.0,0,-5.758767,6.469227,68.06478255919855,48.17408434591548,119.86859061930784,122.23114184881602,2
56,56,A Woman Reading,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Claude+Oscar+Monet/A+Woman+Reading.jpg,2,5.0,0,-4.066376,5.939264,40.26427289603961,71.85621178629309,87.13237314356435,104.37254641089108,2
57,57,The Walk Woman With A Parasol,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Claude+Oscar+Monet/The+Walk+Woman+With+A+Parasol.jpg,2,9.0,0,-2.855701,6.050266,35.64166872529644,58.28702946847446,131.4866322875494,73.7094861660079,0
58,58,Bouquet Of Sunflowers,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Claude+Oscar+Monet/Bouquet+Of+Sunflowers.jpg,2,10.0,0,-6.653402,6.130126,53.03143810679612,43.75684739441369,123.1717688106796,100.4322208737864,0
59,59,Study Of Boats Aka Ships In Harbor,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Claude+Oscar+Monet/Study+Of+Boats+Aka+Ships+In+Harbor.jpg,2,10.0,0,-9.300472,6.219222,39.07963403041825,62.01046260109909,148.11902328897338,40.474578184410646,0
60,60,Amsterdam,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Claude+Oscar+Monet/Amsterdam.jpg,2,,0,-7.354687,5.516044,25.109525885193133,43.05363394562598,101.64651622854078,44.974121512875534,2
61,61,A Meadow,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Claude+Oscar+Monet/A+Meadow.jpg,2,,0,-5.221463,6.281731,60.234130306603774,48.23025671986629,121.54359375,87.96730837264151,0
62,62,"Terrace at the Seaside, Sainte-Adresse",https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Claude+Oscar+Monet/Terrace+at+the+Seaside%2C+Sainte-Adresse.jpg,2,10.0,0,-6.658103,5.594175,46.98107675906184,51.684886022154224,140.5785214552239,77.10078957889125,1
63,63,The Wheat Field,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Claude+Oscar+Monet/The+Wheat+Field.jpg,2,6.0,0,-7.781392,6.01608,36.30898058252427,39.32622817005991,129.32778216019418,62.935003033980585,0
64,64,Young Girl In The Garden At Giverny,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Claude+Oscar+Monet/Young+Girl+In+The+Garden+At+Giverny.jpg,2,8.0,0,-5.483094,5.859819,52.16888225885827,69.32088111093681,110.41931594488187,98.20746801181102,1
65,65,Camille Monet In Japanese Costume,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Claude+Oscar+Monet/Camille+Monet+In+Japanese+Costume.jpg,2,,0,-9.5514,4.625347,39.685853149100254,41.0622007914133,76.74955816195373,104.6174646529563,1
66,66,"Wild Poppies, Near Argenteuil",https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Claude+Oscar+Monet/Wild+Poppies%2C+Near+Argenteuil.jpg,2,7.0,0,-3.379446,5.766063,27.619779974489795,63.13312560485522,143.54845663265306,108.68088647959183,0
67,67,Still Life With Pears And Grapes,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Claude+Oscar+Monet/Still+Life+With+Pears+And+Grapes.jpg,2,6.0,0,-8.093369,6.047334,21.61375950570342,63.33325655704712,103.06243761882128,113.2313717918251,0
68,68,Luncheon on the Grass 2,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Claude+Oscar+Monet/Luncheon+on+the+Grass+2.jpg,2,10.0,0,-6.883336,5.109768,43.97850864955357,49.293598065304,83.67217843191965,143.1185791015625,2
69,69,Madame Monet in Japanese Costume (La Japonaise),https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Claude+Oscar+Monet/Madame+Monet+in+Japanese+Costume+(La+Japonaise).jpg,2,9.0,0,-7.060198,4.547223,50.991067976804125,44.435344825189375,116.77025209407216,128.50583521262885,0
70,70,Twilight Venice,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Claude+Oscar+Monet/Twilight+Venice.jpg,2,10.0,0,-4.0917,5.891074,20.584331768774703,36.300991161724646,116.30709300889328,180.23829360177865,1
71,71,A Corner of the Studio 1861,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Claude+Oscar+Monet/A+Corner+of+the+Studio+1861.jpg,2,,0,-7.110426,5.04726,28.065855532786884,45.24735534405599,87.1654456967213,94.45601214871196,1
72,72,Boats In The Port Of London,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Claude+Oscar+Monet/Boats+In+The+Port+Of+London.jpg,2,,0,-7.476193,4.703485,36.19426317401961,67.81813250566216,148.46266850490196,43.55142463235294,2
73,73,An Interior After Dinner,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Claude+Oscar+Monet/An+Interior+After+Dinner.jpg,2,8.0,0,-3.565208,5.750439,10.938969836400815,32.29436130650659,42.020871676891616,83.73696319018404,3
74,74,"Water-Lilies, Evening Effect",https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Claude+Oscar+Monet/Water-Lilies%2C+Evening+Effect.jpg,2,10.0,0,-4.83231,5.297279,16.97867527173913,30.15083904270421,110.53442255434784,70.38933763586957,0
75,75,Mona Lisa Monalisa,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Fernando+Botero/Mona+Lisa+Monalisa.jpg,3,8.0,0,-4.539777,6.531747,4.732688710387324,62.251539112660936,69.39157405369718,150.91111355633802,0
76,76,Adam and Eve,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Fernando+Botero/Adam+and+Eve.jpg,3,10.0,0,-4.287316,6.250477,5.977574211502783,65.91661655582486,118.845480635436,144.56786583951762,1
77,77,The Notary,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Fernando+Botero/The+Notary.jpg,3,10.0,0,-4.288367,5.281657,12.95633152173913,59.90718835643223,95.59692595108696,127.27255434782607,1
78,78,The Bathroom 1989,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Fernando+Botero/The+Bathroom+1989.jpg,3,,0,-5.07397,6.156721,6.161477327255279,39.86575382299374,179.65067778310942,151.433994121881,1
79,79,A Couple 1999,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Fernando+Botero/A+Couple+1999.jpg,3,,0,-3.252262,6.375487,6.142788904235728,57.47390023873387,134.75599965469613,143.49808931860036,0
80,80,A Family I,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Fernando+Botero/A+Family+I.jpg,3,10.0,0,-9.915328,5.932814,8.55084442800789,70.77165045413456,101.8103981755424,122.62903106508875,0
81,81,Ratto D Europa,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Fernando+Botero/Ratto+D+Europa.jpg,3,7.0,0,-5.592414,6.375483,8.390668242619926,59.61171763071069,144.70603955258304,110.87070456642068,0
82,82,A man and a woman 1989,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Fernando+Botero/A+man+and+a+woman+1989.jpg,3,,0,-5.514741,5.781688,6.181064672801636,42.73624479450262,148.3581671779141,185.64229294478528,0
83,83,Colombiana 1986,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Fernando+Botero/Colombiana+1986.jpg,3,7.0,0,-4.820441,5.562924,4.3775931553911205,44.50394880511108,151.66792415433403,130.60973506871036,0
84,84,A Couple,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Fernando+Botero/A+Couple.jpg,3,6.0,0,-12.403492,6.062963,23.364092958089667,46.44027574410297,97.03067738791422,139.88939753898634,0
85,85,Woman Reading Mujer Leyendo,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Fernando+Botero/Woman+Reading+Mujer+Leyendo.jpg,3,,0,-5.546534,5.812942,6.590431668356998,44.46479187394029,132.90669054259635,127.69652953853956,1
86,86,Familia Colombiana,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Fernando+Botero/Familia+Colombiana.jpg,3,7.0,0,-9.304935,6.483786,11.484672214673912,54.86989042726507,90.84895833333331,145.11221976902175,0
87,87,Guerrilla Of Eliseo Velasquez,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Fernando+Botero/Guerrilla+Of+Eliseo+Velasquez.jpg,3,5.0,0,-7.551057,5.867338,10.581020035282258,53.564447062610384,100.0365234375,118.48104208669356,0
88,88,El Quite,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Fernando+Botero/El+Quite.jpg,3,5.0,0,-7.506073,6.342879,14.631896658415842,44.58270718680704,114.23549814356436,106.56820235148516,0
89,89,Mujer Llorando,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Fernando+Botero/Mujer+Llorando.jpg,3,1.0,0,-6.475906,6.228286,7.95819540513834,77.07881991595853,130.36215106225296,145.12949604743082,0
90,90,Masacre De Mejor Esquina,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Fernando+Botero/Masacre+De+Mejor+Esquina.jpg,3,,0,-5.418355,6.095376,9.033444486788618,56.04949934640204,122.34438833841465,159.42552718495935,1
91,91,A Family II,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Fernando+Botero/A+Family+II.jpg,3,10.0,0,-12.414968,6.125991,21.186684375,42.26424542775073,129.92578125,109.547684375,0
92,92,Bailarina,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Fernando+Botero/Bailarina.jpg,3,,0,-4.262889,5.442109,7.136711647727273,34.339150185413246,213.72044389204547,48.92977272727273,1
93,93,The Nap,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Fernando+Botero/The+Nap.jpg,3,7.0,0,-7.231863,6.303948,16.110272216796876,50.28927590762019,121.06885681152345,114.45781555175782,0
94,94,Ma Drinking Orange Juice 1987,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Fernando+Botero/Ma+Drinking+Orange+Juice+1987.jpg,3,5.0,0,-3.913795,7.768525,4.671255341880342,33.90664868403447,144.8613141025641,190.42777777777775,0
95,95,Still Life With Ice Cream Helado,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Fernando+Botero/Still+Life+With+Ice+Cream+Helado.jpg,3,,0,-6.509075,6.954268,8.051376971243043,58.015543889806025,95.2979099025974,113.69539076994434,2
96,96,Dancers 1997,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Fernando+Botero/Dancers+1997.jpg,3,,0,-6.221314,6.162374,5.811517396907217,39.8503102906249,123.80373389175256,122.08067332474226,0
97,97,Cat on a roof 1978,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Fernando+Botero/Cat+on+a+roof+1978.jpg,3,10.0,0,-5.144719,6.944429,9.694652329335794,37.936418108208265,127.00266662822878,190.30798835332104,0
98,98,Melancholia 1989,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Fernando+Botero/Melancholia+1989.jpg,3,7.0,0,-4.291841,5.867856,8.878159132281553,52.15427784868558,172.42688106796118,91.24342763956312,0
99,99,Dopo Piero,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Fernando+Botero/Dopo+Piero.jpg,3,,0,1.025601,7.377931,5.769271773465704,64.44226414867454,127.53634363718412,142.06764440433213,0
100,100,Women Bathing,https://kuleuven-datathon-2023.s3.eu-central-1.amazonaws.com/images/Jean-L%C3%A9on+G%C3%A9r%C3%B4me/Women+Bathing.jpg,4,5.0,0,-8.054534,6.067291,17.83098293222004,60.483585912613535,152.16266576620825,84.74314219056974,1
