filename,logit,time
.\images_fake\1085.png,-6.977161,4.807375
.\images_fake\1086.png,-4.498406,4.875438
.\images_fake\1087.png,-5.878586,4.874437
.\images_fake\1088.png,-6.035727,4.882444
.\images_fake\1089.png,1.497305,4.899459
.\images_fake\1090.png,-2.698749,4.844409
.\images_fake\1091.png,-4.204435,4.864428
.\images_fake\1092.png,-6.253168,4.842407
.\images_fake\1094.png,-4.425844,4.881444
.\images_fake\1095.png,-9.636683,4.833399
.\images_fake\1096.png,-0.608800,4.873436
.\images_fake\1097.png,-7.422918,4.856421
.\images_fake\1098.png,-2.894111,4.998550
.\images_fake\1099.png,-4.679100,4.847413
.\images_fake\1101.png,-0.889431,4.832398
.\images_fake\1103.png,-3.006467,4.943499
.\images_fake\1104.png,-3.840583,4.935493
.\images_fake\1106.png,-5.233519,4.853418
.\images_fake\1107.png,-4.739051,4.843409
.\images_fake\1108.png,4.099295,4.872435
.\images_fake\1109.png,-2.847038,4.933490
.\images_fake\1110.png,-3.966152,4.854419
.\images_fake\1112.png,-2.620616,4.909469
.\images_fake\1113.png,2.139900,4.916475
.\images_fake\1114.png,-2.133599,4.944501
.\images_fake\1115.png,0.209297,4.902462
.\images_fake\1116.png,-2.707739,4.862426
.\images_fake\1117.png,-3.499478,4.888449
.\images_fake\1118.png,-0.977155,4.885447
.\images_fake\1119.png,-3.694177,4.879441
.\images_fake\1121.png,-5.773939,4.858422
.\images_fake\1122.png,-1.264933,4.878440
.\images_fake\1123.png,-0.321999,4.853418
.\images_fake\1124.png,-0.038189,4.839405
.\images_fake\1125.png,-3.809274,4.904464
.\images_fake\1126.png,-9.542352,4.812380
.\images_fake\1127.png,-9.452261,4.878440
.\images_fake\1128.png,-0.400695,4.877440
.\images_fake\1129.png,-5.345705,4.874437
.\images_fake\1130.png,-10.277840,4.869432
.\images_fake\1131.png,-2.496876,4.914474
.\images_fake\1132.png,-6.739637,4.851416
.\images_fake\1133.png,-7.577463,4.885447
.\images_fake\1134.png,-5.252427,4.865428
.\images_fake\1135.png,-1.912588,4.904464
.\images_fake\1136.png,-7.593838,4.856421
.\images_fake\1137.png,-3.214769,4.869432
.\images_fake\1138.png,-7.751673,4.822389
.\images_fake\1139.png,-3.873054,4.915475
.\images_fake\1140.png,-6.589600,4.871433
.\images_fake\1141.png,-9.614242,4.880442
.\images_fake\1142.png,-5.890555,4.868433
.\images_fake\1143.png,-3.001214,4.869431
.\images_fake\1144.png,-5.281964,4.921479
.\images_fake\1145.png,-4.416304,4.874436
.\images_fake\1146.png,-6.353932,4.917476
.\images_fake\1147.png,-6.400241,4.906466
.\images_fake\1148.png,-3.331594,4.814382
.\images_fake\1149.png,-4.939605,4.845411
.\images_fake\1150.png,-4.896078,4.872434
.\images_fake\1152.png,-3.494270,4.831398
.\images_fake\1153.png,-2.190113,4.820387
.\images_fake\1154.png,-5.597774,4.854419
.\images_fake\1155.png,-4.439879,4.871433
.\images_fake\1156.png,-4.174494,4.813382
.\images_fake\1157.png,1.976208,4.840405
.\images_fake\1158.png,-3.515815,4.870432
.\images_fake\1159.png,-2.870213,4.904465
.\images_fake\1160.png,-0.751972,4.871433
.\images_fake\1161.png,-3.601199,4.862426
.\images_fake\1162.png,-5.167429,4.893455
.\images_fake\1163.png,2.601981,4.795364
.\images_fake\1164.png,0.521739,4.879442
.\images_fake\1165.png,-3.341549,4.837402
.\images_fake\1166.png,-4.740267,4.865429
.\images_fake\1167.png,-1.836747,4.860423
.\images_fake\1168.png,-6.129067,4.888450
.\images_fake\1169.png,-4.158638,4.868431
.\images_fake\1170.png,-0.873003,4.883446
.\images_fake\1171.png,-4.431344,4.842407
.\images_fake\1172.png,-0.095006,4.857422
.\images_fake\1173.png,1.881454,4.875437
.\images_fake\1174.png,-0.937067,4.865428
.\images_fake\12.png,-7.177644,4.864428
.\images_fake\1200.png,-1.535503,4.905466
.\images_fake\1201.png,4.644884,4.897458
.\images_fake\1202.png,-0.417694,4.896457
.\images_fake\1203.png,3.405253,4.821389
.\images_fake\1204.png,-0.891267,4.857421
.\images_fake\1205.png,2.086629,4.799368
.\images_fake\1206.png,2.746521,4.907468
.\images_fake\1207.png,-1.277916,4.905465
.\images_fake\1209.png,-1.849943,4.856421
.\images_fake\1211.png,-0.608985,4.855418
.\images_fake\1212.png,0.931530,4.885447
.\images_fake\1213.png,3.825506,4.905465
.\images_fake\1214.png,1.227521,4.916474
.\images_fake\1215.png,4.513896,4.862427
.\images_fake\1216.png,1.933634,4.878440
.\images_fake\1217.png,-6.095076,4.854418
.\images_fake\1218.png,-0.473723,4.900461
.\images_fake\1219.png,-4.663500,4.871435
.\images_fake\1221.png,2.613540,4.814382
.\images_fake\1222.png,1.335371,4.831398
.\images_fake\1223.png,0.157618,4.838403
.\images_fake\1224.png,0.009290,4.863427
.\images_fake\1225.png,-4.648912,4.860424
.\images_fake\1227.png,-7.406049,4.849414
.\images_fake\1228.png,-2.718380,4.877440
.\images_fake\1229.png,-5.994955,4.840406
.\images_fake\1230.png,-5.341763,4.862426
.\images_fake\1231.png,-1.401278,4.825392
.\images_fake\1232.png,-0.428986,4.883445
.\images_fake\1233.png,-5.812050,4.837402
.\images_fake\1234.png,-6.501353,4.830397
.\images_fake\1235.png,-8.380863,4.865428
.\images_fake\1236.png,-2.759461,4.800370
.\images_fake\1237.png,-4.159817,4.835401
.\images_fake\1238.png,-2.347031,4.855420
.\images_fake\1239.png,-6.628240,4.879441
.\images_fake\1240.png,-3.479591,4.845410
.\images_fake\1241.png,-3.570993,4.846411
.\images_fake\1242.png,-4.348187,4.854419
.\images_fake\1243.png,-10.967206,4.978531
.\images_fake\1244.png,-8.838737,5.018569
.\images_fake\1245.png,-6.420271,5.013563
.\images_fake\1246.png,-8.404696,4.826393
.\images_fake\1247.png,-3.907398,4.887449
.\images_fake\1248.png,-0.488349,4.843409
.\images_fake\1249.png,1.133121,4.850414
.\images_fake\1250.png,-6.806695,4.908468
.\images_fake\1251.png,-6.698383,4.866430
.\images_fake\1252.png,-3.526009,4.907467
.\images_fake\1253.png,-5.074154,4.854418
.\images_fake\1254.png,-0.016833,4.874438
.\images_fake\1255.png,0.164155,4.884445
.\images_fake\1256.png,-6.709634,4.907467
.\images_fake\1257.png,-6.894904,4.838404
.\images_fake\1258.png,-1.174711,4.866429
.\images_fake\1259.png,-9.174315,4.891452
.\images_fake\126.png,-4.793983,4.882445
.\images_fake\1260.png,-0.399322,4.829396
.\images_fake\1261.png,-2.382260,4.839405
.\images_fake\1262.png,-2.614668,4.883445
.\images_fake\1263.png,-3.199160,4.877439
.\images_fake\1264.png,-4.331980,4.866431
.\images_fake\1265.png,-2.337733,4.872434
.\images_fake\1266.png,-4.093214,4.884446
.\images_fake\1267.png,-2.744870,4.853418
.\images_fake\1268.png,-6.893543,4.820387
.\images_fake\1269.png,-2.138431,4.918477
.\images_fake\127.png,-7.735187,4.901461
.\images_fake\1270.png,-1.674540,4.881444
.\images_fake\1271.png,-5.443004,4.904464
.\images_fake\1272.png,1.455865,4.871435
.\images_fake\1273.png,-1.991637,4.911471
.\images_fake\1274.png,1.133688,4.871433
.\images_fake\1278.png,-3.742179,4.828395
.\images_fake\128.png,-3.799737,4.902462
.\images_fake\1280.png,-2.546640,4.901463
.\images_fake\1281.png,-3.760650,4.873435
.\images_fake\1282.png,-2.669113,4.878440
.\images_fake\1283.png,-8.058887,4.883445
.\images_fake\1284.png,-1.819926,4.952508
.\images_fake\1286.png,-3.849428,4.922481
.\images_fake\1288.png,1.933913,4.871434
.\images_fake\1289.png,-1.880661,4.826393
.\images_fake\1290.png,-0.738425,4.830396
.\images_fake\1291.png,1.821442,4.846412
.\images_fake\1293.png,-1.654876,4.896456
.\images_fake\1294.png,0.277431,4.900460
.\images_fake\1295.png,-0.122121,4.806375
.\images_fake\1296.png,-3.606652,4.917475
.\images_fake\1297.png,-6.232365,4.818387
.\images_fake\1298.png,-0.610171,4.823390
.\images_fake\1299.png,-4.681242,4.875437
.\images_fake\13.png,-2.688837,4.907467
.\images_fake\1300.png,-1.816345,4.811380
.\images_fake\1301.png,-1.121321,4.843409
.\images_fake\1303.png,-2.751860,4.854419
.\images_fake\1304.png,-5.234828,4.840405
.\images_fake\1305.png,-0.150313,4.835402
.\images_fake\1307.png,-0.825870,4.894455
.\images_fake\1309.png,0.880805,4.889450
.\images_fake\131.png,-6.719216,4.879441
.\images_fake\1310.png,-4.170097,4.953508
.\images_fake\1311.png,-2.178057,4.835402
.\images_fake\1312.png,6.064065,4.844409
.\images_fake\1313.png,-5.156305,4.864428
.\images_fake\1314.png,-0.557133,4.893453
.\images_fake\1316.png,-0.155281,4.852417
.\images_fake\1317.png,0.868375,4.882444
.\images_fake\1318.png,-1.518096,4.862427
.\images_fake\132.png,-8.283038,4.873436
.\images_fake\1320.png,1.520626,4.894454
.\images_fake\1321.png,-5.673420,4.819387
.\images_fake\1322.png,-5.174473,4.761333
.\images_fake\1323.png,-0.974654,4.833399
.\images_fake\1324.png,-0.669618,4.845412
.\images_fake\1325.png,-4.405659,4.876438
.\images_fake\1327.png,-7.974674,4.864428
.\images_fake\1328.png,-1.194833,4.796366
.\images_fake\1329.png,0.335096,4.839405
.\images_fake\1330.png,-2.618755,4.894455
.\images_fake\1331.png,-1.583844,4.855419
.\images_fake\1332.png,-7.396588,4.810378
.\images_fake\1333.png,-3.646491,4.871434
.\images_fake\1334.png,-3.796514,4.859423
.\images_fake\1336.png,-1.358106,4.922481
.\images_fake\1338.png,-2.101111,4.914473
.\images_fake\134.png,-5.814641,4.881444
.\images_fake\1342.png,-2.820247,4.899459
.\images_fake\1343.png,-4.606446,4.864427
.\images_fake\1344.png,-0.084478,4.845411
.\images_fake\1345.png,-4.839046,4.873436
.\images_fake\1346.png,-8.069139,4.894456
.\images_fake\1347.png,1.801856,4.862426
.\images_fake\135.png,-5.657987,4.870433
.\images_fake\1350.png,-7.022032,4.860424
.\images_fake\1352.png,-3.507474,4.857421
.\images_fake\1354.png,-6.137989,4.895456
.\images_fake\1356.png,-4.300071,4.867430
.\images_fake\1359.png,-8.400701,4.880443
.\images_fake\136.png,-13.651696,4.859423
.\images_fake\1361.png,-5.532419,4.853419
.\images_fake\1362.png,-7.803799,4.813380
.\images_fake\1363.png,-7.398861,4.811379
.\images_fake\1364.png,-7.302264,4.861425
.\images_fake\1365.png,-7.454535,4.916474
.\images_fake\1366.png,1.212214,4.849415
.\images_fake\1367.png,-10.312479,4.857421
.\images_fake\137.png,-8.575882,4.855419
.\images_fake\1370.png,-0.539322,4.864428
.\images_fake\1371.png,-5.692738,4.897458
.\images_fake\1372.png,-1.465298,4.877439
.\images_fake\1375.png,-2.058461,4.817385
.\images_fake\1376.png,-0.532347,4.833400
.\images_fake\1377.png,-9.559113,4.875437
.\images_fake\1378.png,-2.953040,4.852418
.\images_fake\1379.png,-3.241431,4.789359
.\images_fake\138.png,-8.208543,4.851416
.\images_fake\1380.png,-3.643073,4.841406
.\images_fake\1381.png,1.202835,4.878441
.\images_fake\1382.png,-4.411664,4.894455
.\images_fake\1383.png,-3.894110,4.855420
.\images_fake\1384.png,-8.225229,4.825392
.\images_fake\1385.png,-1.096894,4.883445
.\images_fake\1386.png,-10.675225,4.957513
.\images_fake\1387.png,-1.377687,4.837403
.\images_fake\1388.png,-3.117096,4.839406
.\images_fake\1389.png,0.179943,4.902462
.\images_fake\139.png,-6.675573,4.871434
.\images_fake\1390.png,-0.692036,4.808376
.\images_fake\1391.png,-2.779894,4.871434
.\images_fake\1392.png,1.066101,4.844409
.\images_fake\1393.png,1.150611,4.873436
.\images_fake\1394.png,-11.964796,4.824392
.\images_fake\1395.png,-5.838696,4.885447
.\images_fake\1396.png,-0.135244,4.891453
.\images_fake\1397.png,-0.657201,4.855420
.\images_fake\1398.png,-1.728496,4.865428
.\images_fake\1399.png,-10.271733,4.856421
.\images_fake\14.png,-7.571938,4.848413
.\images_fake\140.png,-7.650264,4.853417
.\images_fake\1400.png,-6.887581,4.904464
.\images_fake\1401.png,-5.040990,4.842407
.\images_fake\1402.png,-1.284020,4.849414
.\images_fake\1403.png,-0.572330,4.871435
.\images_fake\1404.png,-4.494591,4.854419
.\images_fake\1405.png,-8.678309,4.903462
.\images_fake\1406.png,-2.252537,4.850415
.\images_fake\1407.png,-6.276622,4.889450
.\images_fake\1408.png,-3.545818,4.869432
.\images_fake\1409.png,-3.025012,4.841407
.\images_fake\141.png,-4.514283,4.864428
.\images_fake\1410.png,-3.731256,4.880442
.\images_fake\1411.png,-2.617336,4.891452
.\images_fake\1412.png,0.570019,4.857421
.\images_fake\1413.png,-7.900102,4.852417
.\images_fake\1414.png,-7.023558,4.867431
.\images_fake\1415.png,-10.785980,4.858422
.\images_fake\1416.png,-3.678044,4.859422
.\images_fake\1417.png,-5.894766,4.811379
.\images_fake\1418.png,-5.530888,4.817385
.\images_fake\142.png,-5.160056,4.835401
.\images_fake\1420.png,-5.202025,4.866429
.\images_fake\1421.png,-6.601232,4.807376
.\images_fake\1422.png,2.324886,4.912471
.\images_fake\1423.png,0.301583,4.876438
.\images_fake\1424.png,-7.087186,4.843410
.\images_fake\1425.png,-6.859447,4.875437
.\images_fake\1426.png,-6.437106,4.941498
.\images_fake\1427.png,-2.362966,4.832398
.\images_fake\1428.png,0.336963,4.851416
.\images_fake\1429.png,-5.591664,4.909469
.\images_fake\1430.png,-2.820027,4.847412
.\images_fake\1431.png,-5.558698,4.868432
.\images_fake\1432.png,-6.078276,4.819386
.\images_fake\1433.png,0.507336,4.854420
.\images_fake\1434.png,-6.177752,4.887448
.\images_fake\1435.png,-4.537761,4.847411
.\images_fake\1436.png,-1.806825,4.884446
.\images_fake\1437.png,-5.030620,4.863427
.\images_fake\1439.png,-2.001417,4.818385
.\images_fake\144.png,-6.972437,4.841407
.\images_fake\1440.png,-3.002928,4.829396
.\images_fake\1441.png,-3.165267,4.894454
.\images_fake\1442.png,1.417317,4.882444
.\images_fake\1443.png,-4.053399,4.864427
.\images_fake\1445.png,-6.314785,4.870433
.\images_fake\1446.png,-3.496011,4.852417
.\images_fake\1447.png,-3.848801,4.901460
.\images_fake\1448.png,-2.513597,4.849414
.\images_fake\1449.png,-3.957938,4.861426
.\images_fake\145.png,-6.031584,4.861424
.\images_fake\1450.png,-1.802390,4.841407
.\images_fake\1451.png,-2.177170,4.851417
.\images_fake\1452.png,-5.594515,4.856419
.\images_fake\1453.png,-2.298782,4.856421
.\images_fake\1454.png,-4.795488,4.818385
.\images_fake\1455.png,-3.592460,4.873436
.\images_fake\1456.png,-2.957262,4.905466
.\images_fake\1457.png,-5.442767,4.905464
.\images_fake\1458.png,-2.552554,4.857421
.\images_fake\1459.png,-2.019790,4.878441
.\images_fake\146.png,-9.224361,4.814382
.\images_fake\1460.png,-0.367802,4.830396
.\images_fake\1461.png,-1.979845,4.828394
.\images_fake\1462.png,-4.829037,4.893455
.\images_fake\1463.png,-4.247439,4.837403
.\images_fake\1464.png,-4.016407,4.865429
.\images_fake\1465.png,-2.774738,4.838404
.\images_fake\1466.png,-0.904646,4.863425
.\images_fake\1467.png,-3.065416,4.898459
.\images_fake\1468.png,-6.163083,4.849414
.\images_fake\1469.png,-2.675272,4.866429
.\images_fake\147.png,-2.779673,4.896457
.\images_fake\1470.png,-2.638546,4.862426
.\images_fake\1471.png,-0.531390,4.844410
.\images_fake\1472.png,-2.155263,4.854419
.\images_fake\1473.png,-1.850745,4.999549
.\images_fake\1474.png,-2.370011,4.825392
.\images_fake\1475.png,-3.535321,4.881444
.\images_fake\1476.png,-7.155713,4.864427
.\images_fake\1477.png,-4.168532,4.864428
.\images_fake\1478.png,-8.412317,4.819386
.\images_fake\1479.png,-9.386477,4.836401
.\images_fake\1480.png,-4.706479,4.893455
.\images_fake\1482.png,-7.912836,4.872435
.\images_fake\1483.png,-1.879637,4.850416
.\images_fake\1484.png,-0.256717,4.808376
.\images_fake\1485.png,-7.668964,4.932490
.\images_fake\1486.png,-6.732973,4.863427
.\images_fake\1487.png,-4.945846,4.880442
.\images_fake\1488.png,-0.872080,4.895457
.\images_fake\1489.png,-7.722490,4.916475
.\images_fake\149.png,-6.801959,4.863427
.\images_fake\1490.png,-2.414948,4.888449
.\images_fake\1491.png,-4.466257,4.838403
.\images_fake\1492.png,-4.347589,4.904464
.\images_fake\1493.png,-0.359682,4.864428
.\images_fake\1494.png,-2.707631,4.926485
.\images_fake\1495.png,-9.553761,4.879442
.\images_fake\1496.png,-7.762228,4.849413
.\images_fake\1497.png,-3.437439,4.865429
.\images_fake\1498.png,-3.866920,4.835401
.\images_fake\1499.png,-4.658454,4.872435
.\images_fake\15.png,-8.206707,4.851415
.\images_fake\150.png,2.004306,4.866430
.\images_fake\1500.png,-9.243946,4.851416
.\images_fake\1502.png,-3.632257,4.854419
.\images_fake\1503.png,-6.392058,4.904464
.\images_fake\1504.png,-2.781046,4.840405
.\images_fake\1505.png,-10.498557,4.828395
.\images_fake\1506.png,-6.272023,4.840406
.\images_fake\1509.png,-1.469827,4.862426
.\images_fake\151.png,-3.013093,4.854418
.\images_fake\1510.png,-4.215693,4.909468
.\images_fake\1511.png,-2.986752,4.852418
.\images_fake\1512.png,-4.274879,4.887448
.\images_fake\1515.png,-4.732442,4.844410
.\images_fake\1516.png,-6.360425,4.843408
.\images_fake\1517.png,-10.584130,4.880443
.\images_fake\1518.png,-7.717376,4.872434
.\images_fake\1519.png,-7.260489,4.872435
.\images_fake\152.png,-0.756200,4.919477
.\images_fake\1520.png,-4.976033,4.862426
.\images_fake\1522.png,-7.228909,4.858423
.\images_fake\1523.png,1.790140,4.872435
.\images_fake\1527.png,1.241945,4.869432
.\images_fake\1528.png,0.550706,4.815383
.\images_fake\1529.png,-2.696375,4.970523
.\images_fake\153.png,-3.035261,4.926484
.\images_fake\1530.png,-4.606023,4.856420
.\images_fake\1531.png,-1.940814,4.860425
.\images_fake\1532.png,-1.384276,4.858422
.\images_fake\1533.png,-3.799160,4.872435
.\images_fake\1537.png,-2.544610,4.876439
.\images_fake\1538.png,3.021444,4.886448
.\images_fake\1539.png,1.646559,4.842407
.\images_fake\154.png,-5.371353,4.850416
.\images_fake\1540.png,-3.406357,4.919478
.\images_fake\1543.png,-1.862433,4.839405
.\images_fake\1544.png,-3.279306,4.854418
.\images_fake\1546.png,-3.294040,4.970525
.\images_fake\1547.png,-2.971830,4.878440
.\images_fake\1548.png,-1.368439,4.872436
.\images_fake\1549.png,-5.064522,4.850414
.\images_fake\155.png,1.166037,4.897458
.\images_fake\1550.png,-4.777938,4.925483
.\images_fake\1551.png,-3.614160,4.889452
.\images_fake\1552.png,-0.304775,4.869432
.\images_fake\1553.png,-3.420748,4.870433
.\images_fake\1554.png,-4.971266,4.815383
.\images_fake\1555.png,0.839897,4.869432
.\images_fake\1556.png,-5.151376,4.843408
.\images_fake\1557.png,-1.604909,4.839406
.\images_fake\1558.png,-4.982949,4.892454
.\images_fake\1559.png,3.838863,4.889451
.\images_fake\156.png,0.443519,4.915474
.\images_fake\1560.png,2.925463,4.890451
.\images_fake\1561.png,-4.130710,4.813381
.\images_fake\1562.png,3.290390,4.873436
.\images_fake\1563.png,-3.777423,4.832398
.\images_fake\1564.png,-3.690526,4.839406
.\images_fake\1565.png,-5.720732,4.912472
.\images_fake\1566.png,-1.214467,4.854419
.\images_fake\1567.png,-6.854126,4.855419
.\images_fake\1568.png,-1.956796,4.859423
.\images_fake\1569.png,0.523514,4.861424
.\images_fake\157.png,-2.870249,4.888450
.\images_fake\1570.png,0.893559,4.871435
.\images_fake\1571.png,-1.541641,4.822388
.\images_fake\1572.png,-0.668139,4.819386
.\images_fake\1573.png,0.112751,4.839405
.\images_fake\1574.png,-6.451190,4.916474
.\images_fake\1575.png,-3.839921,4.857422
.\images_fake\1576.png,-6.864990,4.844409
.\images_fake\1577.png,-5.335329,4.849414
.\images_fake\1578.png,-8.780557,4.869432
.\images_fake\1579.png,-3.147019,4.826394
.\images_fake\158.png,-2.665832,4.794364
.\images_fake\1580.png,-3.743581,4.814381
.\images_fake\1581.png,-6.050229,4.898459
.\images_fake\1582.png,-1.551839,4.874436
.\images_fake\1583.png,-2.054216,4.844410
.\images_fake\1584.png,-3.838704,4.846411
.\images_fake\1585.png,-2.292262,4.867430
.\images_fake\1586.png,-2.275071,4.880442
.\images_fake\1587.png,-4.328556,4.863427
.\images_fake\1588.png,-4.380482,4.827394
.\images_fake\1589.png,1.633189,4.888450
.\images_fake\159.png,-3.894487,4.880443
.\images_fake\1590.png,-4.337898,4.890451
.\images_fake\1591.png,-2.747043,4.855419
.\images_fake\1593.png,-5.277645,4.863427
.\images_fake\1594.png,-5.572442,4.829396
.\images_fake\1595.png,-2.489167,4.843409
.\images_fake\1596.png,-5.203682,4.865428
.\images_fake\1597.png,-0.548929,4.870433
.\images_fake\1598.png,-1.312402,4.899460
.\images_fake\1599.png,-3.179355,4.892453
.\images_fake\16.png,-8.695736,4.915474
.\images_fake\160.png,3.953016,4.869431
.\images_fake\1600.png,-3.312373,4.810379
.\images_fake\1601.png,-4.561813,4.872434
.\images_fake\1602.png,-5.845731,4.850415
.\images_fake\1603.png,-2.666615,4.914474
.\images_fake\1604.png,-5.119181,4.853417
.\images_fake\1605.png,-6.095170,4.808377
.\images_fake\1606.png,2.915874,4.874438
.\images_fake\1607.png,-9.629351,4.845409
.\images_fake\1608.png,-0.492445,4.866430
.\images_fake\161.png,1.558251,4.851415
.\images_fake\1610.png,-1.783614,4.859423
.\images_fake\1611.png,-2.087532,4.842408
.\images_fake\1612.png,-3.393358,4.838403
.\images_fake\1613.png,-4.377809,4.878440
.\images_fake\1614.png,-3.320419,4.875438
.\images_fake\1615.png,-1.086779,4.906466
.\images_fake\1616.png,-3.335454,4.857422
.\images_fake\1617.png,-2.442339,4.893454
.\images_fake\1618.png,-3.517216,4.884445
.\images_fake\1619.png,-1.417061,4.930488
.\images_fake\162.png,-4.084818,4.932489
.\images_fake\1620.png,-2.703915,4.832399
.\images_fake\1621.png,-0.633906,4.928486
.\images_fake\1622.png,-3.223171,4.859423
.\images_fake\1623.png,0.369302,4.905465
.\images_fake\1624.png,-3.731322,4.877439
.\images_fake\1625.png,2.842512,4.903463
.\images_fake\1626.png,-8.771207,4.845410
.\images_fake\1627.png,-1.871309,4.859423
.\images_fake\1628.png,0.154175,4.846412
.\images_fake\1629.png,-2.239132,4.906466
.\images_fake\1630.png,-0.893221,4.823390
.\images_fake\1631.png,-3.799828,4.869433
.\images_fake\1633.png,-0.859250,4.877439
.\images_fake\1634.png,1.009029,4.915474
.\images_fake\1635.png,-3.359800,4.879443
.\images_fake\1636.png,-7.529357,4.876437
.\images_fake\1637.png,-1.501448,4.837403
.\images_fake\1638.png,-3.474153,4.867430
.\images_fake\1639.png,1.384525,4.834401
.\images_fake\164.png,-0.729780,4.872435
.\images_fake\1640.png,-4.477355,4.874438
.\images_fake\1642.png,-5.709421,4.863426
.\images_fake\1643.png,-6.267887,4.893453
.\images_fake\1644.png,-7.952949,4.854419
.\images_fake\1645.png,-2.439325,4.922480
.\images_fake\1647.png,-0.878509,4.862425
.\images_fake\1648.png,-4.858724,4.819387
.\images_fake\1649.png,-2.181297,4.852417
.\images_fake\165.png,-1.987750,4.862426
.\images_fake\1653.png,-1.006774,4.870433
.\images_fake\1654.png,-8.869966,4.867431
.\images_fake\1655.png,-3.274785,4.815383
.\images_fake\1656.png,-1.640671,4.889451
.\images_fake\1657.png,-0.407011,4.866429
.\images_fake\1658.png,-2.493625,4.869426
.\images_fake\1661.png,-0.313755,4.951660
.\images_fake\1662.png,2.033308,5.036584
.\images_fake\1664.png,-5.073553,4.981534
.\images_fake\1665.png,-3.113946,4.865428
.\images_fake\1666.png,-1.848747,4.825392
.\images_fake\1667.png,-2.541745,4.940497
.\images_fake\1668.png,-4.048556,4.853417
.\images_fake\1669.png,0.023511,4.863427
.\images_fake\167.png,-6.707624,4.838404
.\images_fake\1670.png,-3.017352,4.851416
.\images_fake\1671.png,-2.349572,4.907467
.\images_fake\1672.png,-6.561397,4.877439
.\images_fake\1673.png,-7.326259,4.896456
.\images_fake\1674.png,-1.726698,4.915474
.\images_fake\1675.png,-8.940507,4.884446
.\images_fake\1676.png,-1.362255,4.854418
.\images_fake\1677.png,-6.025158,4.834400
.\images_fake\1678.png,-4.757290,4.873436
.\images_fake\1679.png,-5.539677,4.886447
.\images_fake\168.png,-5.588021,4.868431
.\images_fake\1680.png,-5.326046,4.870434
.\images_fake\1681.png,-7.809081,4.872434
